1,2,3,4,5,6,8,9,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328
P2_V393_2032,P2,V393,Battambang,Kamrieng,Ta Krei,2032,Yes,7-Sep-16,13.33,13.58,,,Completed,,,,,,,,,,,Nhoueng Sovann,7-Sep-16,Ong Seyha,7-Sep-16,Yes,,,,Socheat,11-Nov-16,Yes,Yes,7-Sep-16,9,1988,28,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,2,3,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is available,None,No facility / bush / field,,,,,,0,,Put / rinsed into drain or ditch,,"Yes, observed card",Yes,0,Yes,Yes,0,0,0,0,Yes,0,Wood,,Wood planks,,Metal,,Metal,,1,0,Yes,0,0,0,0,0,0
P2_V246_1253,P2,V246,Battambang,Moung Ruessei,Robas Mongkol,1253,Yes,6-Sep-16,15.05,15.3,,,Completed,,,,,,,,,,,Khat Srey Chen,6-Sep-16,Chhorn Chanthy,7-Sep-16,Yes,,,,Socheat,14-Sep-16,Yes,Yes,6-Sep-16,4,1981,36,Buddhist,,Never attended school,,Married or living together,Don't know,,6,2,4,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is not available,None,No facility / bush / field,,,,,,0,,Left in the open,,"Yes, expired card",0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Wood planks,,Metal,,Palm / bamboo / thatch,,0,0,0,Yes,0,0,0,0,0
P2_V200_2252,P2,V200,Battambang,Koas Krala,Preah Phos,2252,Yes,9-Sep-16,10.35,11.05,,,Completed,,,,,,,,,,,Leang Satry,9-Sep-16,Chhem Bunthy,9-Sep-16,Yes,Oy Sreymom,10-Sep-16,Yes,Vannak,8-Oct-16,Yes,Yes,9-Sep-16,5,1975,37,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,7,5,2,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Other,THROWN INTO BUSH,No,Yes,Yes,Yes,Yes,0,0,Yes,0,0,0,Charcoal,,Cement,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,0,0,0
P2_V202_1916,P2,V202,Battambang,Koas Krala,Preah Phos,1916,Yes,9-Sep-16,16.48,17.15,,,Completed,,,,,,,,,,,Sum Chaya,9-Sep-16,Chhorn Chanthy,10-Sep-16,Yes,,,,Vannak,18-Sep-16,Yes,Yes,9-Sep-16,9,1975,47,Buddhist,,Primary (1 – 6),,Divorced or separated,,,9,5,4,1,"Surface water (river, dam, lake,",,Elsewhere,888,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Other,THROWN INTO BUSH,"Yes, observed card",0,0,0,Yes,0,0,0,0,Yes,Yes,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,0,0,0,0,0,0,0,0
P2_V252_0876,P2,V252,Battambang,Moung Ruessei,Robas Mongkol,876,Yes,6-Sep-16,11.05,11.35,,,Completed,,,,,,,,,,,Keo Chandararoth,6-Sep-16,Ong Seyha,6-Sep-16,Yes,,,,Socheat,15-Sep-16,Yes,Yes,6-Sep-16,4,1970,45,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,14,9,5,1,Tanker truck,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,"Yes, observed card",Yes,Yes,0,Yes,0,0,0,0,0,Yes,Wood,,Palm / bamboo,,Metal,,Other,PLASTIC,0,0,Yes,0,0,0,0,0,0
P1_V293_1440,P1,V293,Pursat,Phnum Kravanh,Samraong,1440,Yes,2-Sep-16,11.35,11.54,,,Completed,,,,,,,,,,,Chhuoy Socheat,2-Sep-16,Chhor Lyda,5-Sep-16,Yes,,,,Socheat,9-Sep-16,Yes,Yes,2-Sep-16,10,1990,25,Buddhist,,Lower Secondary (7–9),,Married or living together,Upper Secondary (10-12),,7,2,5,1,Bottled water,,Elsewhere,5,"Yes, always",0,0,0,0,0,0,Yes,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,1440,0,,Put /rinsed into toilet or latri,,"Yes, observed card",Yes,Yes,Yes,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,Yes,Yes,0,0,0,0,0
P2_V467_2186,P2,V467,Battambang,Koas Krala,Thipakdei,2186,Yes,8-Sep-16,15.24,15.53,,,Completed,,,,,,,,,,,Kuo Chak,8-Sep-16,Chhem Bunthy,8-Sep-16,Yes,Oy Sreymom,10-Sep-16,Yes,Socheat,18-Sep-16,Yes,Yes,8-Sep-16,7,1995,21,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,3,2,1,Piped to yard or plot,,Elsewhere,10,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is available,None,Use another household’s latrine,,,,,,0,,Other,THROWN INTO BUSH,"Yes, observed card",Yes,0,0,Yes,0,0,0,0,0,Yes,Wood,,Cement,,Metal,,Metal,,1,0,Yes,0,0,0,0,0,0
P2_V400_2060,P2,V400,Battambang,Kamrieng,Ta Krei,2060,Yes,7-Sep-16,14,14.3,,,Completed,,,,,,,,,,,Lmot Samkol,7-Sep-16,Ong Seyha,7-Sep-16,Yes,,,,Socheat,16-Sep-16,Yes,Yes,7-Sep-16,5,1986,30,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,3,2,1,Tanker truck,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,"Yes, observed card",0,0,Yes,Yes,0,0,0,0,Yes,Yes,Wood,,Earth / Sand / Clay,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P2_V311_2570,P2,V311,Battambang,Rotonak Mondol,Sdau,2570,Yes,10-Sep-16,12.19,12.42,,,Completed,,,,,,,,,,,Nhoueng Sovann,10-Sep-16,Ong Seyha,10-Sep-16,Yes,,,,Socheat,23-Sep-16,Yes,Yes,10-Sep-16,1,1992,24,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is not available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,Yes,Yes,0,0,Yes,0,0,Yes,Wood,,Wood planks,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
P2_V463_2178,P2,V463,Battambang,Koas Krala,Thipakdei,2178,Yes,8-Sep-16,10.28,10.51,,,Completed,,,,,,,,,,,Sot Chakriya,8-Sep-16,Chhem Bunthy,8-Sep-16,Yes,,,,Socheat,17-Sep-16,Yes,Yes,8-Sep-16,5,1988,26,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,2,3,1,Piped into dwelling,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,"Yes, observed card",Yes,0,Yes,Yes,0,0,0,0,Yes,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,0,0,0,0,0,0
P1_V291_1432,P1,V291,Pursat,Phnum Kravanh,Samraong,1432,Yes,2-Sep-16,14.4,15.13,,,Completed,,,,,,,,,,,Lay Sreynoch,2-Sep-16,Chhor Lyda,5-Sep-16,Yes,,,,Socheat,9-Sep-16,Yes,Yes,2-Sep-16,10,1990,25,Buddhist,,Lower Secondary (7–9),,Married or living together,Lower Secondary (7-9),,3,1,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Other,THROWN INTO BUSH,No,Yes,0,Yes,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Cement plank,,Wood planks / shingles,,1,0,0,Yes,0,0,0,0,0
P2_V251_0886,P2,V251,Battambang,Moung Ruessei,Robas Mongkol,886,Yes,6-Sep-16,15,15.3,,,Completed,,,,,,,,,,,Lmot Samkol,6-Sep-16,Ong Seyha,6-Sep-16,Yes,Oy Sreymom,7-Sep-16,Yes,Socheat,8-Oct-16,Yes,Yes,6-Sep-16,5,1988,28,Buddhist,,Never attended school,,Married or living together,Primary (1 - 6),,4,2,2,1,"Surface water (river, dam, lake,",,Elsewhere,25,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,Yes,0,0,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Metal,,0,0,0,Yes,0,Yes,0,0,0
P1_V299_0941,P1,V299,Pursat,Phnum Kravanh,Samraong,941,Yes,2-Sep-16,11.16,11.44,,,Completed,,,,,,,,,,,Ra Romphoun,2-Sep-16,Chhem Bunthy,2-Sep-16,Yes,,,,Vannak,9-Sep-16,Yes,Yes,2-Sep-16,9,1984,25,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,4,2,2,1,"Surface water (river, dam, lake,",,Elsewhere,30,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,"Yes, observed card",0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Bamboo / thatch / palm leaf,,Wood planks / shingles,,1,0,0,Yes,0,0,0,0,0
P2_V396_2085,P2,V396,Battambang,Kamrieng,Ta Krei,2085,Yes,8-Sep-16,13,13.26,,,Completed,,,,,,,,,,,Sroy Theary,8-Sep-16,Ong Seyha,8-Sep-16,Yes,,,,Socheat,9-Oct-16,Yes,Yes,8-Sep-16,6,1987,27,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Put /rinsed into toilet or latri,,No,Yes,0,0,0,0,0,0,Yes,0,0,Charcoal,,Cement,,Metal,,Metal,,1,0,0,Yes,0,0,0,0,0
P2_V467_2184,P2,V467,Battambang,Koas Krala,Thipakdei,2184,Yes,8-Sep-16,16.55,17.2,,,Completed,,,,,,,,,,,Kuo Chak,8-Sep-16,Chhem Bunthy,8-Sep-16,Yes,,,,Socheat,18-Sep-16,Yes,Yes,8-Sep-16,7,1988,29,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,5,1,4,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,2184,Yes,1,Thrown into garbage,,No,Yes,0,Yes,Yes,0,0,Yes,0,0,0,Wood,,Wood planks,,Metal,,Reused wood,,1,0,0,Yes,0,0,Yes,0,0
P2_V467_2183,P2,V467,Battambang,Koas Krala,Thipakdei,2183,Yes,8-Sep-16,15.34,16.13,,,Completed,,,,,,,,,,,Ra Romphoun,8-Sep-16,Chhem Bunthy,8-Sep-16,Yes,,,,Socheat,22-Sep-16,Yes,Yes,8-Sep-16,4,1994,23,Buddhist,,Primary (1 – 6),,Married or living together,Don't know,,8,5,3,2,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,2189,0,,Buried,,"Yes, observed card",Yes,0,Yes,Yes,0,0,0,0,0,0,Wood,,Wood planks,,Metal,,Metal,,0,0,0,Yes,0,0,Yes,0,0
P1_V300_0962,P1,V300,Pursat,Phnum Kravanh,Samraong,962,Yes,2-Sep-16,11,11.3,,,Completed,,,,,,,,,,,Soth Soty,2-Sep-16,Chhem Bunthy,2-Sep-16,Yes,Oy Sreymom,7-Sep-16,Yes,Vannak,9-Sep-16,Yes,Yes,2-Sep-16,1,1987,29,Buddhist,,Primary (1 – 6),,Married or living together,Never attended school,,7,2,5,1,Unprotected dug well,,Elsewhere,10,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,No,0,Yes,0,Yes,0,0,0,0,0,Yes,Wood,,Wood planks,,Metal,,Palm / bamboo / thatch,,1,0,0,Yes,0,Yes,0,0,0
P2_V233_1193,P2,V233,Battambang,Rukh Kiri,Prey Tralach,1193,Yes,5-Sep-16,15.57,16.18,,,Completed,,,,,,,,,,,Khat Srey Chen,5-Sep-16,Chhorn Chanthy,6-Sep-16,Yes,,,,Vannak,15-Sep-16,Yes,Yes,5-Sep-16,11,1994,22,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,4,2,2,1,Bottled water,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,Yes,Yes,Wood,,Other,LAND,Metal,,Metal,,0,0,0,Yes,0,0,Yes,0,0
P2_V398_2075,P2,V398,Battambang,Kamrieng,Ta Krei,2075,Yes,8-Sep-16,12.36,13.06,,,Completed,,,,,,,,,,,Nhoueng Sovann,8-Sep-16,Ong Seyha,8-Sep-16,Yes,Oy Sreymom,11-Sep-16,Yes,Socheat,17-Sep-16,Yes,Yes,8-Sep-16,11,1996,19,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,6,2,4,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is not available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,Yes,Yes,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,0,0,0,0,0,0,0,0
P2_V444_3067,P2,V444,Battambang,Sangkae,Ta Pon,3067,Yes,10-Sep-16,10.59,11.3,,,Completed,,,,,,,,,,,Khat Srey Chen,10-Sep-16,Chhorn Chanthy,11-Sep-16,Yes,,,,Socheat,23-Sep-16,Yes,Yes,10-Sep-16,8,1957,58,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,7,4,3,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Other,THROWN INTO DICK,No,Yes,0,Yes,Yes,0,0,Yes,0,Yes,0,Wood,,Wood planks,,Metal,,Wood planks / shingles,,2,Yes,Yes,Yes,0,0,Yes,0,0
P2_V461_2244,P2,V461,Battambang,Koas Krala,Thipakdei,2244,Yes,9-Sep-16,15.08,15.29,,,Completed,,,,,,,,,,,Ra Romphoun,9-Sep-16,Chhem Bunthy,9-Sep-16,Yes,,,,Vannak,19-Sep-16,Yes,Yes,9-Sep-16,11,1995,21,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,9,4,5,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Other,THROWN INTO FIELD,No,Yes,0,Yes,Yes,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,2,Yes,Yes,Yes,0,0,Yes,0,0
P2_V450_2641,P2,V450,Battambang,Thma Koul,Ta Pung,2641,Yes,13-Sep-16,9.15,9.4,,,Completed,,,,,,,,,,,It Ponnrith,13-Sep-16,Ong Seyha,13-Sep-16,Yes,,,,Vannak,24-Sep-16,Yes,Yes,13-Sep-16,2,1994,22,Buddhist,,Upper Secondary (10–12),,Married or living together,Upper Secondary (10-12),,3,1,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Thrown into garbage,,No,Yes,0,Yes,Yes,0,Yes,Yes,Yes,0,Yes,Wood,,Ceramic tiles,,Metal,,Metal,,3,Yes,0,Yes,0,0,Yes,0,0
P2_V232_1182,P2,V232,Battambang,Rukh Kiri,Prey Tralach,1182,Yes,5-Sep-16,13.16,13.49,,,Completed,,,,,,,,,,,Och La,5-Sep-16,Chhorn Chanthy,6-Sep-16,Yes,Oy Sreymom,8-Sep-16,Yes,Vannak,8-Oct-16,Yes,Yes,5-Sep-16,3,1989,27,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,3,2,1,Bottled water,,Elsewhere,5,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Other,WASHING,"Yes, observed card",Yes,0,Yes,Yes,0,0,0,0,0,0,Wood,,Cement,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,0,0,0
P2_V441_3083,P2,V441,Battambang,Sangkae,Ta Pon,3083,Yes,10-Sep-16,10.23,10.45,,,Completed,,,,,,,,,,,Chan Sreymom,10-Sep-16,Chhorn Chanthy,11-Sep-16,Yes,Oy Sreymom,11-Sep-16,Yes,Socheat,9-Oct-16,Yes,Yes,10-Sep-16,12,1989,28,Buddhist,,Primary (1 – 6),,Married or living together,Never attended school,,7,2,5,1,"Surface water (river, dam, lake,",,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,"Yes, observed card",0,0,0,0,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Palm / bamboo / thatch,,0,0,0,Yes,0,0,0,0,Yes
P2_V469_1732,P2,V469,Battambang,Koas Krala,Thipakdei,1732,Yes,7-Sep-16,11.31,12.01,,,Completed,,,,,,,,,,,Pok Sophea,7-Sep-16,Chhem Bunthy,7-Sep-16,Yes,Oy Sreymom,10-Sep-16,Yes,Socheat,20-Sep-16,Yes,Yes,7-Sep-16,2,1997,21,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,6,3,3,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Buried,,"Yes, observed card",Yes,Yes,0,Yes,0,0,0,0,0,0,Charcoal,,Parquet or polished wood,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
P2_V40_1809,P2,V40,Battambang,Koas Krala,Chhnal Moan,1809,Yes,7-Sep-16,14.02,14.32,,,Completed,,,,,,,,,,,Chhay Leangchheng,7-Sep-16,Chhorn Chanthy,8-Sep-16,Yes,,,,Socheat,15-Sep-16,Yes,Yes,7-Sep-16,2,1995,21,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Tanker truck,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,Yes,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,Yes,3,Other,USE ASH,No,0,0,0,Yes,0,0,Yes,0,0,0,Charcoal,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,0,0,0,0,0,0
P3_V307_5420,P3,V307,Siem Reap,Chi Kraeng,Sangvaeuy,5420,Yes,26-Sep-16,14.59,15.26,,,Completed,,,,,,,,,,,Och La,26-Sep-16,Chhorn Chanthy,27-Sep-16,Yes,,,,Vannak,11-Oct-16,Yes,Yes,26-Sep-16,11,1991,26,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,2,3,1,Unprotected dug well,,Elsewhere,5,"Yes, sometimes",Yes,0,0,0,0,Yes,0,0,,No,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Buried,,No,Yes,0,Yes,0,0,0,0,0,Yes,0,Wood,,Parquet or polished wood,,Clay tiles,,Wood planks / shingles,,1,0,Yes,0,0,Yes,0,0,0
P3_V301_4595,P3,V301,Siem Reap,Chi Kraeng,Sangvaeuy,4595,Yes,22-Sep-16,15.07,15.2,,,Completed,,,,,,,,,,,Sot Chakriya,22-Sep-16,Chhem Bunthy,22-Sep-16,Yes,,,,Vannak,8-Oct-16,Yes,Yes,22-Sep-16,2,1985,32,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,5,3,2,1,Bottled water,,Elsewhere,10,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Other,THROWN OUT SIDE HOME,No,Yes,0,0,Yes,0,0,0,0,Yes,0,Charcoal,,Earth / Sand / Clay,,Metal,,Metal,,0,Yes,Yes,Yes,0,0,Yes,0,0
P2_V243_1801,P2,V243,Battambang,Moung Ruessei,Robas Mongkol,1801,Yes,6-Sep-16,10.58,11.28,,,Completed,,,,,,,,,,,Hieng Menglang,6-Sep-16,Chhorn Chanthy,7-Sep-16,Yes,Oy Sreymom,8-Sep-16,Yes,Socheat,8-Oct-16,Yes,Yes,6-Sep-16,1,1954,62,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,5,2,3,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, mobile",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,Yes,Yes,Yes,Yes,0,0,Yes,0,Yes,0,Wood,,Wood planks,,Metal,,Palm / bamboo / thatch,,0,Yes,Yes,0,0,0,Yes,0,0
P1_V295_1427,P1,V295,Pursat,Phnum Kravanh,Samraong,1427,Yes,2-Sep-16,12.04,12.31,,,Completed,,,,,,,,,,,Leng Sokny,2-Sep-16,Chhor Lyda,5-Sep-16,Yes,,,,Socheat,9-Sep-16,Yes,Yes,2-Sep-16,3,1996,22,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,13,5,8,1,Rainwater,,In own yard/plot,,"Yes, sometimes",Yes,0,0,Yes,0,Yes,0,0,,No,"Observed, fixed place",Water is not available,None,Use another household’s latrine,,,,,,0,,Other,WASHING IN STREAM,No,0,0,0,Yes,0,0,0,0,0,0,Wood,,Wood planks,,Metal,,Reused wood,,0,0,0,Yes,0,0,0,0,0
P2_V395_2094,P2,V395,Battambang,Kamrieng,Ta Krei,2094,Yes,8-Sep-16,11.1,11.4,,,Completed,,,,,,,,,,,Rith Socheat,8-Sep-16,Ong Seyha,8-Sep-16,Yes,,,,Socheat,17-Sep-16,Yes,Yes,8-Sep-16,7,1979,37,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,3,2,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,"Yes, expired card",Yes,0,Yes,0,0,0,0,0,Yes,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,0,0,0,0,0,0
P2_V450_2647,P2,V450,Battambang,Thma Koul,Ta Pung,2647,Yes,13-Sep-16,12.15,12.33,,,Completed,,,,,,,,,,,It Ponnrith,13-Sep-16,Ong Seyha,13-Sep-16,Yes,,,,Vannak,24-Sep-16,Yes,Yes,13-Sep-16,9,1986,30,Buddhist,,Upper Secondary (10–12),,Married or living together,Higher,,11,3,8,1,Bottled water,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Thrown into garbage,,No,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,LPG,,Ceramic tiles,,Metal,,Cement blocks,,4,Yes,Yes,Yes,0,0,Yes,0,0
P3_V303_4628,P3,V303,Siem Reap,Chi Kraeng,Sangvaeuy,4628,Yes,23-Sep-16,10.15,10.35,,,Completed,,,,,,,,,,,Neur Chanda,23-Sep-16,Chhem Bunthy,23-Sep-16,Yes,,,,Vannak,13-Oct-16,Yes,Yes,23-Sep-16,9,1984,32,Buddhist,,Never attended school,,Married or living together,Don't know,,5,3,2,1,Protected dug well,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Wood planks,,Bamboo / thatch / palm leaf,,Palm / bamboo / thatch,,0,0,Yes,0,0,0,0,0,0
P3_V305_4300,P3,V305,Siem Reap,Chi Kraeng,Sangvaeuy,4300,Yes,26-Sep-16,16.57,17.1,,,Completed,,,,,,,,,,,At Sokchan,26-Sep-16,Chhorn Chanthy,27-Sep-16,Yes,,,,Vannak,13-Oct-16,Yes,Yes,26-Sep-16,7,1988,28,Buddhist,,Upper Secondary (10–12),,Married or living together,Lower Secondary (7-9),,5,1,4,1,Rainwater,,In own yard/plot,,"Yes, sometimes",0,0,Yes,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,Yes,Yes,Yes,Yes,0,0,Yes,0,Yes,0,Wood,,Parquet or polished wood,,Clay tiles,,Wood planks / shingles,,1,Yes,Yes,Yes,0,0,0,0,Yes
P2_V244_1240,P2,V244,Battambang,Moung Ruessei,Robas Mongkol,1240,Yes,6-Sep-16,14.41,15.05,,,Completed,,,,,,,,,,,At Sokchan,6-Sep-16,Chhorn Chanthy,7-Sep-16,Yes,,,,Socheat,14-Sep-16,Yes,Yes,6-Sep-16,7,1997,19,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,7,1,6,1,Rainwater,,In own dwelling,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,"Yes, observed card",Yes,0,Yes,Yes,0,Yes,0,0,Yes,0,Charcoal,,Wood planks,,Metal,,Wood planks / shingles,,4,0,0,Yes,0,0,Yes,0,0
P2_V449_2608,P2,V449,Battambang,Thma Koul,Ta Pung,2608,Yes,12-Sep-16,10.5,11.15,,,Completed,,,,,,,,,,,Keo Chandararoth,12-Sep-16,Ong Seyha,12-Sep-16,Yes,,,,Vannak,24-Sep-16,Yes,Yes,12-Sep-16,12,1985,32,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,6,3,3,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,Yes,0,Yes,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,Yes,Yes,0,0,0,0,0
